,date,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,road_name,full_road_name,latitude,longitude
104,02-06-2022,2,1,1,1,1529,9,26,30,62,57,82,97,79,84,91,115,121,98,82,40,19,15,10,5,Kings Highway,"Kings Highway, North of Braidwood Street",-35.646713,150.139496
105,02-06-2022,1,1529,1,2,1529,3,3,9,12,10,13,9,10,6,11,8,7,8,3,1,2,2,2,3,Riverina Highway,"Riverina Highway, West of Hopefield Road",-35.946468,146.42334
106,02-06-2022,1,1529,1,3,1529,1,7,14,22,8,15,17,11,12,13,8,9,5,12,6,7,7,2,3,Kidman Way,"Kidman Way, West of Sturt Highway",-34.599117,145.983612
107,02-06-2022,1,1529,1529,1,1529,2,4,14,16,31,46,55,58,65,58,127,114,72,39,26,18,21,18,9,Weir Road,"Weir Road, South of Gulai Road",-36.006641,145.998398
108,02-06-2022,1,1529,1529,1,1529,4,15,49,66,77,62,48,54,70,58,84,94,75,25,17,18,20,5,6,Riverina Highway,"Riverina Highway, West of Hopefield Road",-35.946468,146.42334
109,02-06-2022,1529,1529,1529,1,1529,3,5,12,27,32,19,24,23,18,20,32,30,41,18,5,10,6,3,1529,Moulamein Road,"Moulamein Road, South of Barham Road",-35.580086,144.185059
110,02-06-2022,1,1529,1529,1,1529,3,4,9,16,12,12,7,8,15,18,16,10,8,4,4,2,2,2,1529,Federation Way,"Federation Way, South of Richmond Street",-35.648388,146.306885
111,02-06-2022,1529,2,2,1529,1529,14,23,9,45,28,23,38,41,24,40,67,65,50,19,9,7,5,3,1,Snowy Mountains Highway,"Snowy Mountains Highway, South of Boonderoo Road",-35.327759,148.23764
112,02-06-2022,6,1,1,1529,1529,3,5,13,24,27,23,17,25,19,24,18,26,22,16,10,4,7,3,6,Kidman Way,"Kidman Way, South of Dirrung Road",-33.623749,145.53096
113,02-06-2022,1529,1529,1529,1529,1529,1,2,2,4,5,9,6,10,11,13,7,11,10,3,4,2,2,1,2,Cocketgedong Road,"Cocketgedong Road, West of Brougong Street",-35.333248,146.245651
114,02-06-2022,1529,1529,1529,1529,1529,2,3,5,10,8,14,9,12,8,8,8,17,7,5,2,3,2,1,2,Pretty Pine Road,"Pretty Pine Road, East of Gibbs Road",-35.415436,144.866715
115,02-06-2022,1529,1529,1529,1529,1529,1,10,23,54,51,45,36,33,31,39,35,45,50,30,22,16,15,5,1529,Riverina Highway,"Riverina Highway, South of Rose Street",-35.537163,144.995316
116,02-06-2022,1529,1529,1529,1529,1529,1,2,3,19,6,9,12,13,13,15,9,13,17,10,3,3,2,1,1529,Federation Way,"Federation Way, South of Richmond Street",-35.648388,146.306885
117,02-06-2022,3,1529,3,1,1,1529,2,6,3,4,3,5,5,3,5,8,9,6,9,3,2,3,3,5,Riverina Highway,"Riverina Highway, North of Honour Avenue",-35.94038,146.413803
118,02-06-2022,1,1529,1529,1529,2,1529,7,10,11,14,11,8,10,16,18,13,3,4,2,1,4,3,1,2,Riverina Highway,"Riverina Highway, West of Hopefield Road",-35.946468,146.42334
119,02-06-2022,1529,1529,1529,1529,1529,1529,13,26,22,23,19,16,15,27,27,55,53,38,30,16,13,8,1,1,Cowabbie Street,"Cowabbie Street, South of Kindra Crescent",-34.808632,147.1978
120,02-06-2022,1529,1529,1529,1529,1529,1529,2,5,13,13,13,11,9,19,10,6,10,11,5,4,1,2,2,2,Cobb Highway,"Cobb Highway, North of Pretty Pine Road",-35.407127,144.877975
121,02-06-2022,1,2,1,2,3,3,1529,4,9,7,8,7,12,6,10,10,14,13,12,5,4,1,1,1529,Burley Griffin Way,"Burley Griffin Way, West of Mannings Road",-34.278732,146.551498
122,02-06-2022,1529,1,1529,1,4,10,53,56,24,31,26,44,28,42,26,41,42,31,17,8,14,8,1529,2,Snowy Mountains Highway,"Snowy Mountains Highway, South of Boonderoo Road",-35.327759,148.23764
123,02-06-2022,6,2,1529,3,1529,2,6,7,6,7,15,3,12,2,11,15,12,10,7,8,6,5,1529,4,Olympic Highway,"Olympic Highway, South of Silo Road",-34.519371,148.164276
124,02-06-2022,1529,1,1,1,1,1529,3,8,11,6,7,10,10,5,6,13,4,3,2,3,3,1,1529,1529,Henry Lawson Way,"Henry Lawson Way, West of Chillingworks Road",-34.26141,148.267013
125,02-06-2022,1529,1529,1529,1529,1529,1529,2,2,5,10,5,3,3,4,6,7,6,8,3,2,3,2,1529,2,Riverina Highway,"Riverina Highway, South of Rose Street",-35.537163,144.995316
126,02-06-2022,1,1529,2,1,1,1529,3,3,6,2,7,5,5,6,3,6,5,7,3,4,2,1529,5,3,Federation Way,"Federation Way, South of Richmond Street",-35.648388,146.306885
127,02-06-2022,1,1,3,2,2,1,5,7,6,11,6,10,9,12,10,8,9,8,2,5,6,1529,1,4,Olympic Highway,"Olympic Highway, South of Silo Road",-34.519371,148.164276
128,02-06-2022,1529,1529,1529,1529,1529,1,1,3,8,4,8,2,5,8,9,5,6,3,1,1,2,1529,2,1529,Riverina Highway,"Riverina Highway, West of Hills End",-36.060165,146.837402
129,02-06-2022,1529,1,1,3,7,3,5,9,4,6,7,3,6,4,5,5,4,4,4,3,1,1529,1529,1529,Batlow Road,"Batlow Road, South of Herrings Road",-35.495914,148.151977
130,02-06-2022,1,1529,1529,1529,1529,1529,4,2,6,4,2,7,6,6,6,4,7,3,2,3,1529,2,1,1529,Moulamein Road,"Moulamein Road, South of Barham Road",-35.580086,144.185059
131,02-06-2022,1529,1,2,1529,1529,1,1,3,14,12,13,7,10,15,8,16,10,11,6,1,1529,4,1529,1,Cobb Highway,"Cobb Highway, North of Pretty Pine Road",-35.407127,144.877975
132,02-06-2022,1529,1,1,1529,1529,1529,1,9,3,5,7,3,5,3,2,6,4,4,2,1,1529,1529,1529,1529,Bridge Road,"Bridge Road, South of Edward Street",-36.003658,146.393921
133,02-06-2022,1529,1529,1,1529,1529,2,5,7,16,4,16,7,8,13,5,15,10,9,5,1529,2,2,2,1529,Irrigation Way,"Irrigation Way, East of Widgelli Settlers Road",-34.332764,146.145615
134,02-06-2022,1,1529,1529,1529,1529,1,4,6,4,5,7,4,6,8,6,5,6,9,4,1529,1,2,2,1529,Moulamein Road,"Moulamein Road, South of Barham Road",-35.580086,144.185059
135,02-06-2022,1529,1529,1,1529,1529,2,2,5,4,6,8,2,7,5,1,4,7,1,2,1529,1,2,1529,1529,Bridge Road,"Bridge Road, South of Edward Street",-36.003658,146.393921
136,02-06-2022,1529,2,1529,1,1,2,3,1529,4,2,2,2,2,6,3,3,1,2,2,1529,2,1,1529,1,Cobb Highway,"Cobb Highway, North of Pretty Pine Road",-35.407127,144.877975
137,02-06-2022,1529,1529,1,1529,1,1529,2,4,13,7,13,7,7,6,4,9,10,3,2,1529,3,1529,2,1529,Henry Lawson Way,"Henry Lawson Way, West of Chillingworks Road",-34.26141,148.267013
138,02-06-2022,1529,1529,1529,2,1,1529,3,7,7,8,8,5,9,3,8,6,3,4,1,1529,2,1529,1529,1529,Cowabbie Street,"Cowabbie Street, South of Kindra Crescent",-34.808632,147.1978
139,02-06-2022,1529,1529,1529,1529,1,1529,1,3,6,6,4,11,4,5,8,11,6,3,2,1529,1529,1,1529,1529,Snowy Mountains Highway,"Snowy Mountains Highway, South of Boonderoo Road",-35.327759,148.23764
140,02-06-2022,1529,1529,1529,1529,1,1529,1529,1,3,2,2,4,3,2,3,4,5,1,4,1529,1529,1,1529,1529,Riverina Highway,"Riverina Highway, East of Ramp Lane",-36.090073,147.058472
141,02-06-2022,1529,1529,1529,2,1529,1,3,5,4,11,4,5,3,5,4,4,3,2,3,1529,1529,1529,1,1529,Batlow Road,"Batlow Road, South of Herrings Road",-35.495914,148.151977
