,date,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,road_name,full_road_name,latitude,longitude
61,05-06-2022,13,10,1,4,5,8,8,13,33,59,81,122,111,107,107,92,115,66,55,27,24,24,13,7,Newell Highway,"Newell Highway, South of Dean Street",-35.813709,145.558685
62,05-06-2022,11,12,5,2,2,5,7,19,54,84,79,97,83,97,79,82,85,61,43,20,14,21,11,8,Murray Street,"Murray Street, South of Townsend Street",-35.647587,145.574127
63,05-06-2022,1,4,1,1,1,3,7,4,8,8,10,15,13,6,17,14,23,12,30,33,16,15,15,7,Newell Highway,"Newell Highway, South of Dean Street",-35.813709,145.558685
64,05-06-2022,12,6,1,4,3,3,8,17,36,53,61,84,95,89,78,83,72,49,44,26,17,14,4,4,Riverina Highway,"Riverina Highway, West of Hills End",-36.060165,146.837402
65,05-06-2022,13,4,1,1,1,2,4,8,15,24,43,48,62,66,73,74,68,53,38,24,23,15,6,3,Riverina Highway,"Riverina Highway, East of Ramp Lane",-36.090073,147.058472
66,05-06-2022,53,44,40,33,15,24,32,47,115,189,250,295,409,415,364,379,346,305,208,156,127,96,61,43,Colin Knott Drive,"Colin Knott Drive, North of Travers Street",-35.095001,147.347794
67,05-06-2022,4,5,3,2,4,6,11,22,39,63,74,73,98,108,78,113,115,82,63,33,27,7,14,4,Olympic Highway,"Olympic Highway, East of Mangoplah Road",-35.271656,147.121231
68,05-06-2022,9,4,7,4,1,7,13,18,33,74,102,110,98,88,102,105,97,108,80,35,45,22,20,9,Olympic Highway,"Olympic Highway, East of Mangoplah Road",-35.271656,147.121231
69,05-06-2022,2,4,1,1,2,2,6,9,7,26,40,68,53,44,51,64,38,29,16,16,4,5,5,1,Spring Drive,"Spring Drive, West of Federation Avenue",-36.010723,146.371323
70,05-06-2022,2,6,1,5,3,8,4,16,38,82,55,100,78,62,68,56,62,33,29,14,13,10,2,4,Murray Street,"Murray Street, South of Townsend Street",-35.647587,145.574127
71,05-06-2022,6,4,1,2,4,11,14,34,73,137,159,128,110,115,100,104,76,50,29,26,17,10,3,7,Newell Highway,"Newell Highway, South of Dean Street",-35.813709,145.558685
72,05-06-2022,80,66,59,54,29,27,43,68,144,290,433,570,658,551,512,496,591,458,344,188,175,88,74,43,Cobb Highway,"Cobb Highway, South of Blair Street",-36.12035,144.754028
73,05-06-2022,1537,5,1,1,1,3,4,3,16,23,29,31,25,20,12,27,32,26,9,1,3,3,2,1537,Moulamein Road,"Moulamein Road, South of Barham Road",-35.580086,144.185059
74,05-06-2022,1,1,5,1,3,3,1,5,13,12,24,26,19,7,21,20,21,16,11,5,7,5,4,1537,Mid Western Highway,"Mid Western Highway, East of Yankee Crossing",-34.497395,144.916763
75,05-06-2022,9,1,3,5,5,6,7,25,43,80,92,84,83,78,98,84,97,60,27,12,18,6,8,1537,Riverina Highway,"Riverina Highway, West of Hills End",-36.060165,146.837402
76,05-06-2022,10,12,7,5,3,6,15,42,59,124,128,107,120,112,100,107,118,109,69,46,23,13,12,1537,Urana Road,"Urana Road, South of Hueske Road",-35.991581,146.898407
77,05-06-2022,1,1537,3,1,3,3,5,5,8,5,10,10,17,17,8,11,19,7,4,9,4,3,2,2,Sturt Highway,"Sturt Highway, South of Duryea Street",-34.666584,143.562012
78,05-06-2022,9,1537,2,2,1,3,5,8,33,42,69,71,57,54,60,79,59,55,26,8,8,5,2,1537,Riverina Highway,"Riverina Highway, West of Martin Street",-35.966591,146.599655
79,05-06-2022,3,4,1537,3,1,2,4,4,8,8,10,14,12,9,10,15,22,17,30,30,19,19,14,9,Murray Street,"Murray Street, South of Townsend Street",-35.647587,145.574127
80,05-06-2022,7,2,1537,2,1,1,5,4,11,10,4,8,5,7,8,9,13,13,10,4,5,8,4,5,Newell Highway,"Newell Highway, South of Dean Street",-35.813709,145.558685
81,05-06-2022,4,4,1537,1,3,2,4,4,8,10,3,8,3,5,7,8,12,12,12,3,6,8,3,7,Murray Street,"Murray Street, South of Townsend Street",-35.647587,145.574127
82,05-06-2022,48,10,4,1537,1,4,9,31,34,82,110,140,163,127,126,139,96,98,83,46,25,14,15,6,Murray Valley Highway,"Murray Valley Highway, North of River Road",-34.575878,142.76651
83,05-06-2022,3,1,2,1537,1,3,5,6,8,7,21,23,27,15,35,31,38,24,14,9,6,5,2,5,Batlow Road,"Batlow Road, South of Herrings Road",-35.495914,148.151977
84,05-06-2022,2,2,1,1537,2,6,19,33,31,42,27,29,39,36,26,43,36,23,22,10,18,31,3,1537,Irrigation Way,"Irrigation Way, East of Widgelli Settlers Road",-34.332764,146.145615
85,05-06-2022,2,4,2,1537,2,9,14,9,12,24,34,43,50,44,45,46,27,30,11,7,10,3,1,1537,Snowy Mountains Highway,"Snowy Mountains Highway, South of Boonderoo Road",-35.327759,148.23764
86,05-06-2022,1537,1537,2,1537,2,2,2,4,5,13,8,13,12,11,15,12,19,19,15,15,20,9,5,6,Colin Knott Drive,"Colin Knott Drive, North of Travers Street",-35.095001,147.347794
87,05-06-2022,2,1537,1537,1537,2,3,7,12,17,25,24,40,39,38,22,48,45,28,16,10,7,4,6,1,Olympic Highway,"Olympic Highway, South of Rosemont Road",-35.918716,147.001556
88,05-06-2022,4,1537,1537,1537,2,4,14,10,24,52,56,76,60,50,72,56,74,44,23,9,10,9,2,4,Riverina Highway,"Riverina Highway, East of Ramp Lane",-36.090073,147.058472
89,05-06-2022,3,1537,1537,1537,4,3,6,12,18,31,22,27,18,18,24,28,31,22,19,6,4,3,2,1537,Batlow Road,"Batlow Road, South of Herrings Road",-35.495914,148.151977
90,05-06-2022,6,4,2,2,1537,3,8,15,36,81,92,127,117,96,123,136,116,114,76,48,13,17,10,3,Kings Highway,"Kings Highway, North of Braidwood Street",-35.646713,150.139496
91,05-06-2022,3,3,1,3,1537,2,16,25,40,51,75,67,81,94,105,113,102,87,39,35,23,16,6,4,Murringo Road,"Murringo Road, West of Kenyu Road",-34.434212,148.712891
92,05-06-2022,4,1,2,1,1537,1,2,4,12,16,11,11,13,15,10,14,6,5,4,7,6,3,2,3,Kidman Way,"Kidman Way, South of Dirrung Road",-33.623749,145.53096
93,05-06-2022,4,3,3,2,1537,8,7,12,11,14,12,18,21,10,18,21,19,15,13,6,7,3,4,7,Colin Knott Drive,"Colin Knott Drive, North of Travers Street",-35.095001,147.347794
94,05-06-2022,11,10,2,4,1537,3,5,19,48,57,59,63,74,79,99,116,110,118,56,45,32,22,18,7,Olympic Highway,"Olympic Highway, North of Rodgers Road",-35.879559,146.998672
95,05-06-2022,2,2,1,1,1537,2,11,15,8,39,57,49,33,28,24,34,21,25,17,15,4,4,3,2,Kidman Way,"Kidman Way, West of Sturt Highway",-34.599117,145.983612
96,05-06-2022,1,4,4,1,1537,1,6,4,21,26,35,47,51,36,45,33,74,42,16,7,3,6,2,1537,Snowy Mountains Highway,"Snowy Mountains Highway, South of Boonderoo Road",-35.327759,148.23764
97,05-06-2022,12,3,1537,4,1537,5,6,20,31,70,76,74,77,76,90,71,112,93,47,36,24,13,5,8,Olympic Highway,"Olympic Highway, North of Rodgers Road",-35.879559,146.998672
98,05-06-2022,1,1,1,1537,1537,2,3,4,4,2,7,8,10,2,10,7,11,10,17,14,15,16,2,3,Olympic Highway,"Olympic Highway, North of Rodgers Road",-35.879559,146.998672
99,05-06-2022,4,2,1537,1537,1537,1,5,12,19,31,46,53,45,58,49,53,60,46,22,20,14,9,7,1,Riverina Highway,"Riverina Highway, West of Martin Street",-35.966591,146.599655
100,05-06-2022,2,2,1537,1537,1537,2,6,9,14,27,25,21,25,27,29,49,30,21,13,16,3,4,1,1537,Jindera-Walla Walla Road,"Jindera-Walla Walla Road, South of Five Chain ...",-35.936092,146.886673
101,05-06-2022,1,1537,1537,1537,1537,1,1,2,11,16,10,16,21,13,17,16,8,12,8,4,2,4,3,1,Cobb Highway,"Cobb Highway, North of Pretty Pine Road",-35.407127,144.877975
102,05-06-2022,4,2,1,2,1,1537,9,7,24,26,28,33,15,29,14,16,23,9,6,4,11,2,2,3,Mid Western Highway,"Mid Western Highway, East of Yankee Crossing",-34.497395,144.916763
103,05-06-2022,7,5,1,3,1,1537,2,9,8,8,17,19,21,11,22,14,21,10,13,7,9,6,2,4,Cobb Highway,"Cobb Highway, South of Blair Street",-36.12035,144.754028
104,05-06-2022,1,1537,1537,1,2,1537,3,2,4,10,9,14,13,13,10,13,9,12,9,1,2,2,2,1,Cobb Highway,"Cobb Highway, North of Pretty Pine Road",-35.407127,144.877975
105,05-06-2022,3,4,1537,1537,2,1537,5,5,7,13,18,20,22,14,36,34,37,42,38,19,15,3,2,2,Burley Griffin Way,"Burley Griffin Way, West of Mannings Road",-34.278732,146.551498
106,05-06-2022,1,3,1537,1537,1,1537,4,8,7,48,78,56,50,44,84,62,59,33,20,7,12,2,1,2,Olympic Highway,"Olympic Highway, South of Silo Road",-34.519371,148.164276
107,05-06-2022,7,3,7,1,1537,1537,1,13,28,40,29,29,39,32,32,24,45,28,14,11,8,6,1,2,Cowabbie Street,"Cowabbie Street, South of Kindra Crescent",-34.808632,147.1978
108,05-06-2022,5,3,1,2,1537,1537,6,5,10,33,36,29,30,23,29,34,56,54,30,12,11,10,5,1,Irrigation Way,"Irrigation Way, East of Widgelli Settlers Road",-34.332764,146.145615
109,05-06-2022,6,1537,4,2,1537,1537,2,9,23,35,119,82,98,80,58,64,67,44,21,16,16,9,5,5,River Road,"River Road, South of Cross Street",-35.987396,146.621841
110,05-06-2022,1,1537,1,2,1537,1537,3,17,38,50,30,44,27,64,58,45,60,82,27,6,14,9,4,2,Olympic Highway,"Olympic Highway, South of Silo Road",-34.519371,148.164276
111,05-06-2022,2,4,1537,1,1537,1537,1,3,10,12,30,19,20,45,37,32,35,23,17,11,4,8,4,2,Jindera-Walla Walla Road,"Jindera-Walla Walla Road, South of Five Chain ...",-35.936092,146.886673
112,05-06-2022,1,1,2,1537,1537,1537,8,15,15,36,38,45,44,45,46,34,63,53,27,9,4,4,5,2,Henry Lawson Way,"Henry Lawson Way, West of Chillingworks Road",-34.26141,148.267013
113,05-06-2022,6,5,1,1537,1537,1537,1,6,19,38,57,47,51,41,65,66,54,36,20,18,10,4,1,1537,Weir Road,"Weir Road, South of Gulai Road",-36.006641,145.998398
114,05-06-2022,1,1,1537,1537,1,1,1537,5,11,14,22,19,41,51,48,40,45,34,19,15,10,6,6,5,Olympic Highway,"Olympic Highway, South of Rosemont Road",-35.918716,147.001556
115,05-06-2022,1,2,3,1,1,1537,1537,2,5,19,14,10,13,24,18,14,17,15,6,2,7,7,1,1,Kidman Way,"Kidman Way, South of Dirrung Road",-33.623749,145.53096
116,05-06-2022,1,1537,1,1537,1537,1537,1537,1,5,6,12,17,3,10,12,11,9,12,3,2,7,1,1,1537,Federation Way,"Federation Way, South of Richmond Street",-35.648388,146.306885
117,05-06-2022,1537,1,1537,1537,1537,1537,1537,3,2,1,7,2,2,9,10,7,11,13,3,4,3,1,1,1537,Cocketgedong Road,"Cocketgedong Road, West of Brougong Street",-35.333248,146.245651
118,05-06-2022,1,1537,1537,1,4,4,4,1537,11,6,17,15,13,25,18,15,15,17,9,8,7,6,7,1537,Sturt Highway,"Sturt Highway, South of Duryea Street",-34.666584,143.562012
119,05-06-2022,1,1537,1537,1537,1,1537,1537,1,1537,1537,2,5,3,1,2,2,3,5,2,3,3,5,2,3,Olympic Highway,"Olympic Highway, South of Silo Road",-34.519371,148.164276
120,05-06-2022,4,3,2,3,4,2,1,5,30,27,54,57,44,48,36,39,29,29,17,7,11,7,1537,3,Spring Drive,"Spring Drive, West of Federation Avenue",-36.010723,146.371323
121,05-06-2022,1,1537,1537,1537,4,1,5,15,30,26,49,42,41,32,28,28,15,12,11,4,6,4,1537,1537,Burley Griffin Way,"Burley Griffin Way, West of Mannings Road",-34.278732,146.551498
122,05-06-2022,7,4,3,1,1537,2,10,17,12,34,37,41,57,50,42,58,42,49,22,24,14,7,1537,1,Henry Lawson Way,"Henry Lawson Way, West of Chillingworks Road",-34.26141,148.267013
123,05-06-2022,1537,1537,1537,1537,1537,1537,1537,1537,2,5,5,5,4,5,3,7,7,5,1537,1537,1537,1537,1537,1537,Urana Road,"Urana Road, South of Hueske Road",-35.991581,146.898407
124,05-06-2022,2,1537,1537,1537,1537,1,1,5,1,4,1,2,5,6,2,6,5,5,1,2,5,2,1537,3,Kidman Way,"Kidman Way, West of Sturt Highway",-34.599117,145.983612
125,05-06-2022,2,1,3,1,1,1537,5,14,10,24,30,52,33,39,44,55,40,22,17,11,6,3,1537,1,Cowabbie Street,"Cowabbie Street, South of Kindra Crescent",-34.808632,147.1978
126,05-06-2022,2,1537,1537,1,1,1537,1,11,11,17,24,14,22,27,22,15,23,19,5,6,6,4,1537,2,Moulamein Road,"Moulamein Road, South of Barham Road",-35.580086,144.185059
127,05-06-2022,1537,1,1537,1537,1537,1537,1537,1537,3,3,1,6,2,1,3,4,5,3,2,2,4,3,1537,1,Riverina Highway,"Riverina Highway, South of Rose Street",-35.537163,144.995316
128,05-06-2022,1537,1,1,1537,1537,1537,1,2,1,1537,4,1,2,6,2,5,2,4,2,2,4,2,1537,1,Olympic Highway,"Olympic Highway, South of Silo Road",-34.519371,148.164276
129,05-06-2022,1537,1,1537,1,1537,1537,1,1,2,2,5,1537,4,2,1,3,2,3,4,5,1,2,1537,4,Burley Griffin Way,"Burley Griffin Way, West of Mannings Road",-34.278732,146.551498
130,05-06-2022,1,1537,1537,1537,1537,4,2,1,1537,1,2,1,1537,1,2,1,5,5,4,3,2,1,1537,1537,Cobb Highway,"Cobb Highway, North of Pretty Pine Road",-35.407127,144.877975
131,05-06-2022,1537,1,1537,1537,1537,1,1537,5,2,2,3,3,4,4,7,3,6,3,3,1,2,1537,1,1537,Urana Road,"Urana Road, South of Hueske Road",-35.991581,146.898407
132,05-06-2022,1537,1537,1537,1537,1537,1537,4,1537,1537,5,5,3,2,9,3,1,4,1,1,6,1,1537,2,1537,Federation Avenue,"Federation Avenue, South of Edward Street",-36.003418,146.382752
133,05-06-2022,1537,1537,1,1,1537,1,2,2,2,1537,1,2,3,4,6,2,3,1,3,2,1,1537,1,1537,Bridge Road,"Bridge Road, South of Edward Street",-36.003658,146.393921
134,05-06-2022,1,1,1537,1537,2,1537,1,1,1,1537,4,1,3,4,11,5,7,3,8,3,1,1537,3,1,Burley Griffin Way,"Burley Griffin Way, West of Mannings Road",-34.278732,146.551498
135,05-06-2022,1537,1537,1,1,1537,1537,1,1,1,2,1,1,2,6,1,3,3,1,1,1,1537,1,1,1537,Bridge Road,"Bridge Road, South of Edward Street",-36.003658,146.393921
136,05-06-2022,1537,1537,1,1537,1,1,1537,1,3,1,1,5,1,2,2,1,6,1,2,1,1537,1537,1537,1537,Irrigation Way,"Irrigation Way, East of Widgelli Settlers Road",-34.332764,146.145615
137,05-06-2022,1537,1537,1537,1537,1,1537,1537,2,3,1537,3,8,1,3,2,3,6,2,3,1537,1,2,1,1537,Henry Lawson Way,"Henry Lawson Way, West of Chillingworks Road",-34.26141,148.267013
138,05-06-2022,1,1537,1537,1537,1537,1537,2,1,1537,1,9,1,3,3,2,1,3,1,1,1537,1,1537,1,1,Moulamein Road,"Moulamein Road, South of Barham Road",-35.580086,144.185059
139,05-06-2022,1537,1537,1537,1537,1,1537,1537,1537,1537,2,1537,1537,2,6,3,2,3,1,1537,2,1,1,1537,1537,Riverina Highway,"Riverina Highway, West of Martin Street",-35.966591,146.599655
140,05-06-2022,1537,1537,1537,2,1537,1537,2,1537,1,2,3,3,1,2,1,1,1,3,1537,2,3,1537,1,1537,Riverina Highway,"Riverina Highway, West of Martin Street",-35.966591,146.599655
141,05-06-2022,1537,1537,1537,1537,1537,1537,1,1,2,1537,4,3,1,1,1,1,3,1537,1,1,3,1,1537,1,Riverina Highway,"Riverina Highway, South of Rose Street",-35.537163,144.995316
