,date,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,road_name,full_road_name,latitude,longitude
48,03-06-2022,6,1,2,4,2,7,5,10,23,19,21,29,17,25,25,21,29,14,20,14,7,2,6,8,Sturt Highway,"Sturt Highway, South of Duryea Street",-34.666584,143.562012
49,03-06-2022,30,37,25,11,11,27,27,28,32,34,59,40,65,59,55,75,40,47,39,27,24,31,28,24,Great Western Highway,"Great Western Highway, West of Glanmire Lane",-33.425926,149.691452
50,03-06-2022,1,1,2,1,1,1,1,10,17,23,16,9,33,29,18,34,25,21,10,11,10,9,8,4,Kidman Way,"Kidman Way, South of Dirrung Road",-33.623749,145.53096
51,03-06-2022,2,1,4,1,5,17,61,112,138,124,127,108,78,76,97,98,98,97,45,22,17,16,16,9,Riverina Highway,"Riverina Highway, West of Hills End",-36.060165,146.837402
52,03-06-2022,46,30,46,30,34,130,163,330,784,448,359,384,367,436,415,491,567,633,381,221,143,175,136,81,Colin Knott Drive,"Colin Knott Drive, North of Travers Street",-35.095001,147.347794
53,03-06-2022,54,35,29,26,9,55,148,286,585,392,419,402,481,437,464,737,779,699,389,241,160,115,76,59,Colin Knott Drive,"Colin Knott Drive, North of Travers Street",-35.095001,147.347794
54,03-06-2022,16,4,6,3,9,14,17,48,50,47,37,38,32,28,56,49,37,26,21,20,13,10,8,8,Colin Knott Drive,"Colin Knott Drive, North of Travers Street",-35.095001,147.347794
55,03-06-2022,8,5,1,1,3,11,22,51,71,73,79,66,85,110,122,121,181,183,107,45,33,20,19,11,Olympic Highway,"Olympic Highway, East of Mangoplah Road",-35.271656,147.121231
56,03-06-2022,7,4,1,8,5,29,66,105,133,80,84,90,68,86,84,87,91,107,83,44,23,17,19,5,Olympic Highway,"Olympic Highway, East of Mangoplah Road",-35.271656,147.121231
57,03-06-2022,16,9,6,11,10,9,7,26,15,22,18,11,12,21,22,14,12,16,15,12,14,9,13,11,Olympic Highway,"Olympic Highway, East of Mangoplah Road",-35.271656,147.121231
58,03-06-2022,1,4,1,5,6,28,69,89,109,124,120,138,148,129,151,215,180,169,111,68,58,38,39,20,Bridge Road,"Bridge Road, South of Edward Street",-36.003658,146.393921
59,03-06-2022,2,5,2,4,6,13,46,70,96,102,125,93,92,92,104,108,140,136,75,52,15,18,11,3,Olympic Highway,"Olympic Highway, North of Rodgers Road",-35.879559,146.998672
60,03-06-2022,9,5,6,2,4,15,28,53,85,62,79,53,78,85,100,91,136,164,83,46,33,24,27,18,Olympic Highway,"Olympic Highway, North of Rodgers Road",-35.879559,146.998672
61,03-06-2022,9,7,10,14,10,10,18,17,18,19,9,12,21,15,13,16,13,25,14,13,9,16,5,11,Olympic Highway,"Olympic Highway, North of Rodgers Road",-35.879559,146.998672
62,03-06-2022,1,2,1,1,2,7,24,33,66,88,55,78,84,84,83,93,97,83,65,42,33,21,27,10,Murray Street,"Murray Street, South of Townsend Street",-35.647587,145.574127
63,03-06-2022,12,3,5,5,5,6,15,13,21,22,12,21,13,21,20,29,14,21,15,10,14,15,11,14,Murray Street,"Murray Street, South of Townsend Street",-35.647587,145.574127
64,03-06-2022,13,9,4,5,7,8,11,15,12,12,21,26,22,18,22,13,21,10,5,15,6,8,11,4,Newell Highway,"Newell Highway, South of Dean Street",-35.813709,145.558685
65,03-06-2022,4,4,2,1,3,11,38,52,52,90,89,115,106,113,128,188,144,165,105,60,42,34,17,13,Newell Highway,"Newell Highway, South of Dean Street",-35.813709,145.558685
