,date,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,road_name,full_road_name,latitude,longitude
10,04-06-2022,13,18,9,12,9,8,25,31,44,69,78,59,57,64,68,70,89,61,46,36,32,26,18,11,Olympic Highway,"Olympic Highway, North of Calool Lane",-35.61998,147.044113
11,04-06-2022,17,8,4,13,10,19,47,64,140,185,236,219,189,170,170,133,202,227,99,57,33,46,43,32,Honour Avenue,"Honour Avenue, South of Short Street",-35.994083,146.391357
12,04-06-2022,7,6,4,1,1,11,10,31,60,61,113,104,81,65,71,73,65,48,33,20,8,11,14,5,Murringo Road,"Murringo Road, West of Kenyu Road",-34.434212,148.712891
13,04-06-2022,31,15,12,16,17,44,59,135,244,388,445,442,392,341,288,303,296,311,288,148,85,55,78,50,Urana Road,"Urana Road, North of Griffith Road",-36.050468,146.932236
14,04-06-2022,23,9,11,13,11,21,39,84,171,179,243,209,190,148,148,157,130,140,117,75,41,34,34,26,Sturt Highway,"Sturt Highway, West of Edward Street",-35.115742,147.338547
15,04-06-2022,10,6,3,12,9,11,14,17,17,29,37,32,32,51,42,42,44,41,26,22,12,6,7,4,Sturt Highway,"Sturt Highway, East of Boon Street",-34.519596,144.859116
16,04-06-2022,8,11,4,3,5,10,16,38,80,100,121,130,143,119,127,114,113,98,82,75,24,23,18,23,Murray Valley Highway,"Murray Valley Highway, North of River Road",-34.575878,142.76651
17,04-06-2022,13,6,9,5,3,7,11,19,43,62,94,108,151,122,116,97,113,85,66,35,26,25,29,17,Holbrook Road,"Holbrook Road, North of Rowan Road",-35.19231,147.328308
18,04-06-2022,2,5,4,1,2,2,5,7,7,7,17,14,18,12,21,28,30,19,8,8,7,9,7,1,Mid Western Highway,"Mid Western Highway, East of Yankee Crossing",-34.497395,144.916763
19,04-06-2022,43,23,19,22,17,15,78,128,290,378,416,411,319,288,308,273,271,342,272,182,98,98,89,49,Bourke Street,"Bourke Street, North of Fernleigh Road",-35.131641,147.353195
20,04-06-2022,5,9,2,7,9,20,16,31,56,63,101,79,62,58,65,57,61,63,43,25,9,11,15,14,Olympic Highway,"Olympic Highway, North of Calool Lane",-35.61998,147.044113
21,04-06-2022,16,20,12,14,8,11,30,32,49,79,93,91,88,98,100,94,117,93,56,30,36,33,24,12,Olympic Highway,"Olympic Highway, North of Huon Street",-35.823685,146.993912
22,04-06-2022,15,23,17,17,12,45,115,120,133,134,162,165,155,154,179,149,114,112,89,50,52,21,29,19,Castlereagh Highway,"Castlereagh Highway, North of Gemalong Close",-33.419147,150.102066
23,04-06-2022,55,31,27,18,18,20,56,65,193,365,503,603,584,496,452,359,330,335,260,176,140,128,93,80,Urana Road,"Urana Road, North of Griffith Road",-36.050468,146.932236
24,04-06-2022,10,6,2,5,6,18,33,72,152,234,230,255,211,223,190,171,169,172,124,97,66,42,36,36,Smollett Street,"Smollett Street, West of Wodonga Place",-36.082058,146.909347
25,04-06-2022,57,34,24,22,9,20,59,109,211,373,551,646,579,477,433,415,376,394,463,288,150,157,129,99,Wodonga Place,"Wodonga Place, North of Hume Street",-36.083645,146.909882
26,04-06-2022,26,12,13,12,5,12,20,43,73,141,184,224,240,242,164,186,181,168,98,77,67,63,48,38,Sturt Highway,"Sturt Highway, West of Edward Street",-35.115742,147.338547
27,04-06-2022,48,48,32,43,45,60,149,297,406,533,641,641,635,617,652,664,652,617,453,256,181,137,124,72,Great Western Highway,"Great Western Highway, South of Somerset Street",-33.678875,150.282959
28,04-06-2022,9,8,7,16,13,13,14,23,23,27,26,32,53,31,29,26,27,26,13,20,18,12,9,7,Sturt Highway,"Sturt Highway, West of Moama Street",-34.520679,144.833786
29,04-06-2022,8,4,5,4,4,5,4,15,34,29,35,21,23,16,23,9,13,12,9,7,2,7,4,4,Mid Western Highway,"Mid Western Highway, East of Yankee Crossing",-34.497395,144.916763
30,04-06-2022,19,5,13,7,14,27,67,84,110,119,120,137,143,121,142,147,109,79,40,25,36,17,20,13,Sturt Highway,"Sturt Highway, East of Tumbarumba Road",-35.161312,147.514038
31,04-06-2022,6,1,1,1,2,3,3,1,9,10,13,14,19,18,16,22,29,27,41,19,7,8,2,8,Sturt Highway,"Sturt Highway, South of Duryea Street",-34.666584,143.562012
32,04-06-2022,6,8,7,1,5,7,11,42,50,81,77,74,63,64,59,71,73,63,47,19,23,14,11,13,Sturt Highway,"Sturt Highway, East of Keens Road",-34.290379,142.29097
33,04-06-2022,15,18,9,8,8,6,24,70,105,131,191,200,225,188,164,189,185,236,141,71,64,56,51,35,Sturt Highway,"Sturt Highway, West of Carramar Drive",-34.174644,142.196579
34,04-06-2022,18,11,4,7,7,25,51,64,105,156,184,121,145,138,128,137,163,116,87,46,31,28,19,16,Castlereagh Highway,"Castlereagh Highway, North of Gemalong Close",-33.419147,150.102066
35,04-06-2022,22,28,16,21,15,17,23,46,99,148,170,122,136,127,96,116,128,115,89,64,27,17,27,16,Sturt Highway,"Sturt Highway, East of Tumbarumba Road",-35.161312,147.514038
36,04-06-2022,39,62,44,43,27,40,64,72,153,191,239,282,276,214,180,200,160,193,117,79,68,39,25,20,Mitchell Highway,"Mitchell Highway, North of Favell Road",-33.362549,149.177856
37,04-06-2022,7,6,5,2,4,7,9,40,55,56,64,69,76,75,66,56,52,42,24,19,17,10,11,9,Olympic Highway,"Olympic Highway, North of Race Creek Road",-34.414322,148.248459
38,04-06-2022,12,3,2,5,5,11,12,19,66,77,108,101,68,66,71,59,53,76,49,24,14,11,17,14,Olympic Highway,"Olympic Highway, North of Race Creek Road",-34.414322,148.248459
39,04-06-2022,8,1,4,7,4,9,16,25,32,40,48,55,51,69,39,47,43,51,32,28,16,19,12,9,Newell Highway,"Newell Highway, East of Pine Hill Road",-34.738258,146.578354
40,04-06-2022,17,6,10,9,7,9,16,23,38,64,55,68,63,57,56,54,61,43,41,29,31,29,17,16,Newell Highway,"Newell Highway, East of Pine Hill Road",-34.738258,146.578354
41,04-06-2022,3,1,4,2,4,6,13,17,55,59,59,50,46,27,30,50,43,45,21,18,8,8,6,5,Goldfields Way,"Goldfields Way, North of Kitchener Road",-34.43811,147.529999
42,04-06-2022,23,25,20,21,12,63,100,138,253,308,404,397,381,339,287,327,314,229,125,124,122,99,59,33,Bourke Street,"Bourke Street, North of Fernleigh Road",-35.131641,147.353195
43,04-06-2022,8,6,6,6,7,13,22,31,79,67,126,99,95,70,87,83,72,99,73,30,16,15,19,17,Olympic Highway,"Olympic Highway, North of Huon Street",-35.823685,146.993912
44,04-06-2022,3,3,5,1,7,22,16,28,42,49,64,43,45,49,44,67,53,42,28,20,10,12,4,8,River Road,"River Road, South of Cross Street",-35.987396,146.621841
45,04-06-2022,18,7,7,10,4,13,24,57,123,240,225,240,216,145,152,135,162,167,94,51,54,39,22,32,Honour Avenue,"Honour Avenue, South of Short Street",-35.994083,146.391357
46,04-06-2022,30,8,7,9,3,5,27,32,70,121,183,212,240,230,205,201,223,138,142,83,72,61,64,45,Smollett Street,"Smollett Street, West of Wodonga Place",-36.082058,146.909347
47,04-06-2022,58,64,24,15,19,29,69,112,218,320,393,480,432,444,434,430,400,307,232,173,174,245,171,153,Wodonga Place,"Wodonga Place, North of Hume Street",-36.083645,146.909882
48,04-06-2022,6,11,4,5,8,9,6,12,19,31,49,27,38,25,42,33,29,52,28,12,11,11,7,6,Sturt Highway,"Sturt Highway, West of Moama Street",-34.520679,144.833786
49,04-06-2022,12,24,30,14,14,31,36,66,119,216,271,330,297,295,276,288,234,140,58,49,13,21,16,22,Great Western Highway,"Great Western Highway, West of Glanmire Lane",-33.425926,149.691452
50,04-06-2022,5,3,1,2,6,6,2,9,11,17,21,24,33,19,25,23,27,20,9,6,3,3,4,2,Kidman Way,"Kidman Way, South of Dirrung Road",-33.623749,145.53096
51,04-06-2022,35,32,16,21,12,24,66,136,178,229,235,259,241,239,230,226,200,241,194,109,95,94,82,76,Sturt Highway,"Sturt Highway, South of Caravan Park Road",-34.183842,142.172943
52,04-06-2022,40,34,20,27,20,33,55,118,283,489,576,546,442,347,316,289,346,446,273,151,120,103,96,80,Sturt Highway,"Sturt Highway, South of Caravan Park Road",-34.183842,142.172943
53,04-06-2022,4,3,1,3,1,1,7,24,34,48,50,39,51,40,41,42,34,23,17,9,9,6,2,5,Olympic Highway,"Olympic Highway, South of Silo Road",-34.519371,148.164276
54,04-06-2022,3,1,1,3,2,9,20,29,78,119,123,115,91,95,81,85,126,116,71,37,23,19,15,13,Riverina Highway,"Riverina Highway, West of Hills End",-36.060165,146.837402
55,04-06-2022,13,4,1,3,2,8,17,40,45,76,99,111,115,115,98,112,103,64,50,25,26,38,17,14,Riverina Highway,"Riverina Highway, West of Hills End",-36.060165,146.837402
56,04-06-2022,3,5,1,1,1,1,8,13,25,23,50,35,34,41,31,43,45,31,26,7,4,9,7,5,Snowy Mountains Highway,"Snowy Mountains Highway, South of Boonderoo Road",-35.327759,148.23764
57,04-06-2022,4,2,3,3,4,9,27,21,17,34,42,44,46,40,44,42,33,23,11,9,8,10,5,7,Snowy Mountains Highway,"Snowy Mountains Highway, South of Boonderoo Road",-35.327759,148.23764
58,04-06-2022,4,10,2,1,1,3,6,11,42,73,75,50,55,39,39,37,36,34,39,16,16,13,7,8,Irrigation Way,"Irrigation Way, East of Widgelli Settlers Road",-34.332764,146.145615
59,04-06-2022,1,1,1,2,1,1,1,14,16,27,18,22,23,27,25,26,20,28,20,12,8,10,10,4,Burley Griffin Way,"Burley Griffin Way, West of Mannings Road",-34.278732,146.551498
60,04-06-2022,7,5,2,1,3,5,16,31,53,76,92,105,104,95,93,94,87,85,64,35,14,21,19,9,Olympic Highway,"Olympic Highway, East of Mangoplah Road",-35.271656,147.121231
61,04-06-2022,7,4,3,3,3,8,16,15,21,39,35,84,68,93,90,100,92,88,33,31,27,23,14,20,Riverina Highway,"Riverina Highway, West of Ramp Lane",-36.088005,147.036148
62,04-06-2022,5,1,2,1,4,10,22,30,74,62,110,100,86,65,87,75,68,91,66,30,19,8,12,11,Olympic Highway,"Olympic Highway, North of Rodgers Road",-35.879559,146.998672
63,04-06-2022,8,12,8,9,4,3,6,6,3,2,6,5,5,12,7,7,6,7,10,7,10,4,2,6,Olympic Highway,"Olympic Highway, North of Rodgers Road",-35.879559,146.998672
64,04-06-2022,38,21,20,8,17,27,63,123,297,375,445,385,361,385,307,363,474,400,323,192,121,83,78,68,Colin Knott Drive,"Colin Knott Drive, North of Travers Street",-35.095001,147.347794
65,04-06-2022,60,24,24,19,25,33,54,109,168,209,343,463,527,366,386,365,399,379,264,211,157,156,118,73,Colin Knott Drive,"Colin Knott Drive, North of Travers Street",-35.095001,147.347794
66,04-06-2022,2,5,6,2,4,8,2,5,4,9,14,5,6,5,10,6,6,9,5,7,6,4,3,1,Olympic Highway,"Olympic Highway, East of Mangoplah Road",-35.271656,147.121231
67,04-06-2022,3,3,3,3,7,16,22,36,75,95,109,102,58,75,78,84,111,93,57,28,24,33,16,6,Olympic Highway,"Olympic Highway, East of Mangoplah Road",-35.271656,147.121231
68,04-06-2022,5,5,3,2,2,11,20,55,78,109,135,194,143,117,130,98,144,149,94,45,51,30,29,18,Bridge Road,"Bridge Road, South of Edward Street",-36.003658,146.393921
69,04-06-2022,3,4,3,4,1,2,6,3,8,5,6,7,3,4,4,6,9,7,7,3,4,6,5,1,Olympic Highway,"Olympic Highway, North of Rodgers Road",-35.879559,146.998672
70,04-06-2022,12,5,4,4,4,9,18,28,45,65,84,93,93,87,98,107,116,81,46,31,26,33,25,8,Olympic Highway,"Olympic Highway, North of Rodgers Road",-35.879559,146.998672
71,04-06-2022,3,5,4,2,1,3,21,51,88,127,141,101,75,108,77,100,74,80,45,39,19,16,6,7,Murray Street,"Murray Street, South of Townsend Street",-35.647587,145.574127
72,04-06-2022,5,10,3,5,1,4,15,28,65,86,98,121,102,92,98,124,96,64,74,33,14,21,25,22,Murray Street,"Murray Street, South of Townsend Street",-35.647587,145.574127
73,04-06-2022,8,7,3,1,3,5,3,4,8,9,7,12,15,10,8,10,12,6,5,5,8,6,5,4,Murray Street,"Murray Street, South of Townsend Street",-35.647587,145.574127
74,04-06-2022,9,5,4,5,3,3,3,4,9,16,16,15,10,15,8,14,14,14,5,13,8,8,7,4,Murray Street,"Murray Street, South of Townsend Street",-35.647587,145.574127
75,04-06-2022,70,61,43,22,22,26,82,157,302,507,669,789,838,709,608,622,610,574,486,332,213,195,131,136,Cobb Highway,"Cobb Highway, South of Blair Street",-36.12035,144.754028
76,04-06-2022,7,2,1,2,1,5,20,37,41,44,37,29,23,26,32,44,25,20,10,7,5,8,3,1,Kidman Way,"Kidman Way, West of Sturt Highway",-34.599117,145.983612
77,04-06-2022,19,7,5,10,9,9,21,30,63,125,155,198,216,184,167,142,138,104,88,47,24,43,46,30,Urana Road,"Urana Road, South of Hueske Road",-35.991581,146.898407
78,04-06-2022,1,3,1,2,5,1,2,5,8,16,6,13,10,6,11,14,21,11,8,4,4,6,2,2,Colin Knott Drive,"Colin Knott Drive, North of Travers Street",-35.095001,147.347794
79,04-06-2022,8,8,7,6,5,4,7,16,17,16,19,28,28,10,26,24,10,13,11,11,6,16,6,6,Colin Knott Drive,"Colin Knott Drive, North of Travers Street",-35.095001,147.347794
80,04-06-2022,11,11,7,11,5,5,3,5,7,9,6,9,9,6,12,7,5,8,10,10,8,6,3,5,Olympic Highway,"Olympic Highway, East of Mangoplah Road",-35.271656,147.121231
81,04-06-2022,15,2,3,3,4,5,16,49,100,165,186,213,196,151,144,144,151,188,96,69,50,51,25,22,Federation Avenue,"Federation Avenue, South of Edward Street",-36.003418,146.382752
82,04-06-2022,13,3,1,1,4,8,27,47,132,183,189,211,136,146,152,158,163,161,106,59,50,34,19,16,Federation Avenue,"Federation Avenue, South of Edward Street",-36.003418,146.382752
83,04-06-2022,6,4,2,2,3,5,3,11,20,23,31,36,27,24,26,22,19,11,19,7,9,10,10,8,Cobb Highway,"Cobb Highway, South of Blair Street",-36.12035,144.754028
84,04-06-2022,5,1506,1,1506,1,4,5,13,27,26,14,11,15,10,12,14,8,10,4,4,2,3,3,1,Kidman Way,"Kidman Way, South of Dirrung Road",-33.623749,145.53096
85,04-06-2022,2,1506,3,2,1,3,6,13,29,40,43,57,46,37,41,39,29,32,26,8,8,8,9,8,Olympic Highway,"Olympic Highway, South of Silo Road",-34.519371,148.164276
86,04-06-2022,2,1506,3,3,1,2,3,5,47,40,39,32,24,21,27,26,47,36,31,8,8,1,3,3,Kidman Way,"Kidman Way, West of Sturt Highway",-34.599117,145.983612
87,04-06-2022,25,4,1506,2,2,6,22,41,69,127,133,140,103,128,85,71,112,146,88,45,34,32,36,23,Murray Valley Highway,"Murray Valley Highway, North of River Road",-34.575878,142.76651
88,04-06-2022,4,5,1506,1,2,2,19,25,53,59,69,65,65,63,61,69,87,70,27,17,13,20,11,7,Riverina Highway,"Riverina Highway, West of Martin Street",-35.966591,146.599655
89,04-06-2022,2,3,1506,4,1,2,7,11,45,53,62,53,49,39,21,25,28,34,15,7,9,6,5,1,Spring Drive,"Spring Drive, West of Federation Avenue",-36.010723,146.371323
90,04-06-2022,9,1,1506,1,3,21,27,44,106,166,175,220,183,148,129,126,136,121,97,51,40,36,33,11,Bridge Road,"Bridge Road, South of Edward Street",-36.003658,146.393921
91,04-06-2022,2,2,1,1506,1,3,11,19,36,38,59,77,87,70,62,50,49,33,27,24,12,6,10,4,Henry Lawson Way,"Henry Lawson Way, West of Chillingworks Road",-34.26141,148.267013
92,04-06-2022,3,2,1,1506,1,1,4,12,22,31,31,45,37,46,48,46,70,40,21,16,15,8,3,6,Spring Drive,"Spring Drive, West of Federation Avenue",-36.010723,146.371323
93,04-06-2022,3,2,5,1506,2,1,11,14,42,85,92,74,52,65,44,66,81,96,44,15,16,12,8,12,Riverina Highway,"Riverina Highway, West of Martin Street",-35.966591,146.599655
94,04-06-2022,10,3,1,1506,1,1,7,10,14,28,20,62,65,69,67,73,71,83,42,26,10,15,15,16,Riverina Highway,"Riverina Highway, East of Ramp Lane",-36.090073,147.058472
95,04-06-2022,3,1506,2,1506,1,4,10,6,15,26,29,30,59,37,32,37,35,33,14,8,4,6,4,12,Batlow Road,"Batlow Road, South of Herrings Road",-35.495914,148.151977
96,04-06-2022,1,1506,2,1506,1,9,21,35,42,32,31,59,47,66,48,41,45,35,16,14,7,13,13,5,Irrigation Way,"Irrigation Way, East of Widgelli Settlers Road",-34.332764,146.145615
97,04-06-2022,4,1,1506,1506,1,1,10,17,22,60,41,45,44,36,27,12,16,17,9,3,7,2,6,3,Moulamein Road,"Moulamein Road, South of Barham Road",-35.580086,144.185059
98,04-06-2022,3,1506,1506,1506,1,2,3,4,8,7,8,2,10,1,5,4,5,6,2,2,1,3,1,1,Urana Road,"Urana Road, South of Hueske Road",-35.991581,146.898407
99,04-06-2022,5,1,1,2,1506,6,14,22,66,80,69,47,28,35,38,38,48,39,25,10,6,7,1,8,Henry Lawson Way,"Henry Lawson Way, West of Chillingworks Road",-34.26141,148.267013
100,04-06-2022,4,6,1,1,1506,12,14,18,55,79,72,72,56,57,81,82,80,71,54,29,38,14,16,12,Riverina Highway,"Riverina Highway, West of Ramp Lane",-36.088005,147.036148
101,04-06-2022,1506,1506,1,1,1506,5,7,25,30,43,40,37,27,22,29,19,20,19,13,8,4,2,6,8,Burley Griffin Way,"Burley Griffin Way, West of Mannings Road",-34.278732,146.551498
102,04-06-2022,1,1506,1,3,1506,3,8,15,23,34,29,41,20,18,27,19,38,45,21,3,9,8,4,5,Jindera-Walla Walla Road,"Jindera-Walla Walla Road, South of Five Chain ...",-35.936092,146.886673
103,04-06-2022,3,6,1506,2,1506,1,9,31,31,48,57,68,69,67,52,78,61,43,36,12,3,11,10,5,River Road,"River Road, South of Cross Street",-35.987396,146.621841
104,04-06-2022,1,2,1506,1,1506,5,10,17,34,67,39,34,20,29,22,26,27,18,12,9,4,3,3,4,Batlow Road,"Batlow Road, South of Herrings Road",-35.495914,148.151977
105,04-06-2022,11,4,1506,4,1506,12,35,54,125,166,157,132,130,115,118,121,173,225,121,64,22,23,21,26,Urana Road,"Urana Road, South of Hueske Road",-35.991581,146.898407
106,04-06-2022,3,1,1506,1,1506,2,3,10,27,42,38,18,26,16,37,40,38,50,37,13,4,2,4,1506,Moulamein Road,"Moulamein Road, South of Barham Road",-35.580086,144.185059
107,04-06-2022,6,1506,1506,1,1506,9,16,15,36,54,51,49,40,43,35,28,49,49,20,8,6,7,4,7,Olympic Highway,"Olympic Highway, South of Rosemont Road",-35.918716,147.001556
108,04-06-2022,1,1506,1506,1,1506,1,5,17,41,35,48,40,22,25,26,21,27,29,19,13,9,7,16,7,Cowabbie Street,"Cowabbie Street, South of Kindra Crescent",-34.808632,147.1978
109,04-06-2022,4,1506,1,1506,1506,1,5,7,9,22,21,35,41,45,37,34,34,18,13,13,3,9,10,5,Jindera-Walla Walla Road,"Jindera-Walla Walla Road, South of Five Chain ...",-35.936092,146.886673
110,04-06-2022,1506,1,1506,1506,1506,2,2,4,6,5,5,1,2,3,3,2,1,3,1,3,1,1,1,1,Federation Avenue,"Federation Avenue, South of Edward Street",-36.003418,146.382752
111,04-06-2022,9,2,1506,1506,1506,1,1,8,24,26,40,37,50,58,44,43,45,36,27,10,7,15,10,12,Olympic Highway,"Olympic Highway, South of Rosemont Road",-35.918716,147.001556
112,04-06-2022,1,4,1506,1506,1506,10,14,27,51,73,69,61,40,36,51,58,55,54,36,18,37,15,11,5,Riverina Highway,"Riverina Highway, East of Ramp Lane",-36.090073,147.058472
113,04-06-2022,2,1506,1,1506,3,1506,8,20,35,44,28,17,11,7,9,13,9,8,10,5,1,6,1,2,Sturt Highway,"Sturt Highway, South of Duryea Street",-34.666584,143.562012
114,04-06-2022,1,1506,1,1506,1,1506,2,2,6,5,10,8,15,15,14,17,19,11,11,9,2,2,1,2,Pretty Pine Road,"Pretty Pine Road, East of Gibbs Road",-35.415436,144.866715
115,04-06-2022,1,1506,1,1506,1,1506,1,4,15,9,20,11,1,4,12,13,13,13,25,1,5,1,1,1506,Cobb Highway,"Cobb Highway, North of Pretty Pine Road",-35.407127,144.877975
116,04-06-2022,2,1506,4,1,1506,1506,3,4,14,28,34,38,23,39,34,34,52,39,21,24,20,12,9,5,Cowabbie Street,"Cowabbie Street, South of Kindra Crescent",-34.808632,147.1978
117,04-06-2022,1506,1506,1506,1506,1506,1506,1,1,1,7,8,13,6,17,15,14,25,25,2,5,4,4,3,2,Federation Way,"Federation Way, South of Richmond Street",-35.648388,146.306885
118,04-06-2022,8,3,1506,1506,2,1506,1506,3,15,27,34,41,38,36,40,59,42,53,35,9,11,10,17,20,Weir Road,"Weir Road, South of Gulai Road",-36.006641,145.998398
119,04-06-2022,1506,1506,1506,1506,1506,1,1,1,6,9,4,4,1,1,1,4,2,3,1,1,1,1,1506,1,Federation Avenue,"Federation Avenue, South of Edward Street",-36.003418,146.382752
120,04-06-2022,1,1506,1506,1506,1506,1506,1506,11,32,40,25,14,9,6,15,6,6,1,2,1,1,1,1506,2,Cocketgedong Road,"Cocketgedong Road, West of Brougong Street",-35.333248,146.245651
121,04-06-2022,2,1506,2,1506,2,1506,4,4,14,14,10,24,21,28,19,19,14,12,5,2,4,1506,1,1,Cobb Highway,"Cobb Highway, North of Pretty Pine Road",-35.407127,144.877975
122,04-06-2022,1506,2,1,1,2,1,2,1,2,3,6,2,2,2,3,1,1,2,2,1,2,1506,1506,1506,Olympic Highway,"Olympic Highway, South of Silo Road",-34.519371,148.164276
123,04-06-2022,1506,1506,1,1,2,1,2,7,2,3,3,2,1,5,2,2,4,4,2,1,1506,1,1,1,Burley Griffin Way,"Burley Griffin Way, West of Mannings Road",-34.278732,146.551498
124,04-06-2022,1,2,1506,1506,1506,1,1,4,1,1,3,2,2,3,4,4,3,5,3,6,1506,3,3,2,Federation Way,"Federation Way, South of Richmond Street",-35.648388,146.306885
125,04-06-2022,1506,1,1506,1506,1,1506,1,1,3,3,1,3,1,3,3,6,5,2,1,1,1506,2,1,1506,Riverina Highway,"Riverina Highway, West of Martin Street",-35.966591,146.599655
126,04-06-2022,1506,1,1506,1506,1506,1506,1,4,33,31,26,17,17,10,14,4,7,7,2,1,1506,1,2,2,Federation Way,"Federation Way, South of Richmond Street",-35.648388,146.306885
127,04-06-2022,2,1,1,1,1,1506,1,3,4,6,5,3,3,2,2,2,1,1,3,1,1506,1,1506,2,Kidman Way,"Kidman Way, West of Sturt Highway",-34.599117,145.983612
128,04-06-2022,2,1506,1,1,1,3,1506,7,7,2,7,7,5,6,4,4,6,1,1,2,1506,1,1506,2,Urana Road,"Urana Road, South of Hueske Road",-35.991581,146.898407
129,04-06-2022,1506,1506,1,1506,1506,1506,1,1,3,1,3,4,1,5,1,4,3,1,1,1,1506,1506,1506,2,Bridge Road,"Bridge Road, South of Edward Street",-36.003658,146.393921
130,04-06-2022,1506,1506,1506,1506,1,1,1,1506,2,3,1506,3,1506,5,4,1,1,5,2,1,1506,1506,1506,1506,Bridge Road,"Bridge Road, South of Edward Street",-36.003658,146.393921
131,04-06-2022,4,2,1,1506,1506,2,1,2,4,1,1506,3,1,2,3,4,1,2,1,1506,4,1,1,1,Cobb Highway,"Cobb Highway, North of Pretty Pine Road",-35.407127,144.877975
132,04-06-2022,1506,1506,1506,1506,1506,1,1506,4,1,2,5,1,5,1,1,2,2,2,1,1506,1,1506,1506,1506,Olympic Highway,"Olympic Highway, South of Rosemont Road",-35.918716,147.001556
133,04-06-2022,1506,1506,1506,1506,1506,1,1506,1,1506,1,1,2,1506,1506,3,1,1,2,1,2,1,2,1506,1506,Riverina Highway,"Riverina Highway, West of Ramp Lane",-36.088005,147.036148
134,04-06-2022,1506,1,1506,1506,1506,1506,1,1506,1,2,1,2,1,1506,5,4,1,2,1,1506,1506,3,1,1,Riverina Highway,"Riverina Highway, West of Hills End",-36.060165,146.837402
135,04-06-2022,2,1506,1,1506,1506,1506,1506,4,2,1,4,2,3,3,3,2,6,2,1506,2,4,3,1,1506,Burley Griffin Way,"Burley Griffin Way, West of Mannings Road",-34.278732,146.551498
136,04-06-2022,1506,1506,1506,1506,1506,1506,2,1,2,9,4,6,5,2,2,5,4,1,1506,1,1506,1506,1506,1506,Moulamein Road,"Moulamein Road, South of Barham Road",-35.580086,144.185059
137,04-06-2022,1506,1506,1,1,1506,1506,1,1506,1,3,1,3,2,1,4,2,3,1,1506,2,1506,1506,1506,1,Irrigation Way,"Irrigation Way, East of Widgelli Settlers Road",-34.332764,146.145615
138,04-06-2022,1506,1506,1506,1506,1506,1,1506,1506,1506,1,1506,1506,2,1,2,2,2,3,1506,1506,1,2,1506,1506,Riverina Highway,"Riverina Highway, East of Ramp Lane",-36.090073,147.058472
139,04-06-2022,2,1506,1,1506,3,1506,1,1,2,1,2,1,1,3,1,3,5,1,1506,1506,2,1506,3,1506,Federation Way,"Federation Way, South of Richmond Street",-35.648388,146.306885
140,04-06-2022,1506,1506,1506,1506,1506,1,1506,1,1506,1,2,2,1506,1506,1,1,1506,1,1506,1,2,1506,1506,1506,Riverina Highway,"Riverina Highway, East of Ramp Lane",-36.090073,147.058472
141,04-06-2022,1506,1506,1506,1506,1506,1,1,1506,4,5,3,2,1506,1506,1,5,2,2,1506,1,1506,1,1506,1506,Spring Drive,"Spring Drive, West of Federation Avenue",-36.010723,146.371323
